EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
581485403,SWEET ADELINES INTERNATIONAL,% DONA BERARDINELLI,1819 BOLD RULER RD SE,ALBUQUERQUE,NM,87123-2386,1321,03,9,2000,195510,1,16,119000000,5,01,202504,0,0,02,0,04,0.0,0.0,0.0,A6B0,2119 ENCHANTED MESA SHOW CHAPTER
611471914,URASENKE NEW MEXICO ASSOCIATION,% MARY DEMEO,1737 55TH ST NW,ALBUQUERQUE,NM,87105-1049,0000,03,3,1200,200511,1,16,000000000,1,01,202512,0,0,02,0,12,0.0,0.0,0.0,A23,
611698669,AMIGOS DEL RANCHO LOS LUCEROS INC,% ANDRES V ROMERO,PO BOX 24,ALCALDE,NM,87511-0024,0000,03,3,1000,201411,1,15,000000000,1,01,202412,0,0,02,0,12,0.0,0.0,0.0,A80,
611766621,GALISTEO ART ASSOCIATION INC,% BARBARA SEILER,5637 STATE HIGHWAY 41 BOX 14,GALISTEO,NM,87540-9644,0000,03,3,2000,201508,1,16,000000000,1,01,202412,0,0,02,0,12,0.0,0.0,0.0,A20,
611997803,ABCS OF CREATIVE ARTS ACADEMY INCORPORATED,% MARIE JONES,209 CACTUS DR,CLOVIS,NM,88101-3333,0000,03,3,1230,202203,1,15,000000000,1,01,202512,0,0,02,0,12,0.0,0.0,0.0,A20,
650139010,DANCEARTS FOUNDATION INC,% ANDREA SEIDEL,605 RIDGE POINTE LN,SANTA FE,NM,87506-4509,0000,03,3,2000,199009,1,15,090000000,1,01,202509,0,0,02,0,09,0.0,0.0,0.0,A62Z,
651209701,CULTURAL ENERGY,% ROBIN COLLIER,112 CIVIC PLAZA DR,TAOS,NM,87571-6400,0000,03,3,1238,202303,1,15,000000000,1,01,202412,0,0,02,0,12,0.0,0.0,0.0,A30,
651294599,OSO VISTA RANCH,% MARGARET MERRILL,PO BOX 700,RAMAH,NM,87321-0700,0000,03,3,1000,200705,1,15,000000000,1,01,202506,1,0,02,0,06,1.0,0.0,0.0,A23,
680488709,SOL ARTS,% JEFF BENHAM,626 GIRARD BLVD NE,ALBUQUERQUE,NM,87106-2710,0000,03,3,1000,200204,1,15,000000000,1,01,202412,0,0,02,0,12,0.0,0.0,0.0,A20,
680493107,ARAWAKA INC,,PO BOX 278,RIBERA,NM,87560-0278,0000,03,3,2700,200208,1,15,000000000,1,01,202412,6,5,01,0,12,1438315.0,749500.0,507345.0,A23,
710885753,ALBUQUERQUE CONCERT BAND,% THOMAS SCHRIPSEMA,PO BOX 11205,ALBUQUERQUE,NM,87192-0205,0000,03,3,1200,201408,1,15,000000000,1,01,202412,0,0,02,0,12,0.0,0.0,0.0,A68,
710967585,MARIACHI SPECTACULAR,% BRIAN OCONNELL,6260 RIVERSIDE PLAZA LN NW STE A,ALBUQUERQUE,NM,87120-1707,0000,03,3,2000,200501,1,15,000000000,1,01,202412,4,4,01,0,12,265353.0,430288.0,430288.0,A68,
710976082,RIO RANCHO ART ASSOCIATION,% KANDACE GLASER,PO BOX 45445,RIO RANCHO,NM,87174-5445,0000,06,3,2000,201812,2,00,000000000,1,01,202512,0,0,02,0,12,0.0,0.0,0.0,A20,
